Treatment,Treatment_t,Pattern_k,AE_type,AE_type_j,Phi_kj
AC,1,9,DYSPNEA_3,201,2.2985312115697e-07
AC,1,9,AMBLYOPIA_1,22,2.29841058265967e-07
AC,1,9,PAIN EYE_1,600,2.29822868055322e-07
AC,1,9,HEM GI_1,317,2.29821769269045e-07
AC,1,9,HYPOKALEM_2,386,2.29817483991241e-07
AC,1,9,RECTAL DIS_2,687,2.29808542937375e-07
AC,1,9,EMB PULM_2,236,2.29788063484328e-07
AC,1,9,MASTITIS_1,489,2.29778308809578e-07
AC,1,9,NAIL DIS_3,536,2.29723392903714e-07
AC,1,9,DYSPHAGIA_3,198,2.29717153592312e-07
AC,1,9,ANXIETY_1,38,2.2971581414632e-07
AC,1,9,EDEMA_2,226,2.2971431979716e-07
AC,1,9,ESOPHAGITIS_1,259,2.29705278631085e-07
AC,1,9,EDEMA PERIPH_3,222,2.29676693825534e-07
AC,1,9,RHINITIS_3,695,2.29668631388055e-07
AC,1,9,DYSPNEA_4,202,2.29653342270708e-07
AC,1,9,ISCHEMIA MYOCARD_1,435,2.29652041576595e-07
AC,1,9,ALLERG REACT_3,20,2.29648175768724e-07
AC,1,9,BLEPHARITIS_1,75,2.2961147376481e-07
AC,1,9,RASH_3,682,2.29605419878947e-07
AC,1,9,HEM_3,333,2.29579493479129e-07
AC,1,9,FLU SYND_3,275,2.2957560064941e-07
AC,1,9,HYPOKALEM_3,387,2.29552319782694e-07
AC,1,9,HEADACHE_3,304,2.29511446169305e-07
AC,1,9,RADIAT INJ_1,670,2.29501466266092e-07
AC,1,9,CYSTITIS_2,148,2.29497173948636e-07
AC,1,9,VOMIT_1,835,2.29465407844742e-07
AC,1,9,RECTAL DIS_3,688,2.29464757523164e-07
AC,1,9,EEG ABNORM_1,228,2.29460697093071e-07
AC,1,9,ABSCESS_1,7,2.29432920630436e-07
AC,1,9,DERM EXFOL_2,163,2.2942796902643e-07
AC,1,9,HEM GI_2,318,2.29386269912051e-07
AC,1,9,EDEMA_3,227,2.2937376446294e-07
AC,1,9,AMBLYOPIA_2,23,2.29368407895896e-07
AC,1,9,MALAISE_1,486,2.29363526404121e-07
AC,1,9,TOOTH DIS_1,778,2.29354098466299e-07
AC,1,9,EMB PULM_3,237,2.29352513663147e-07
AC,1,9,CRAMPS LEG_1,138,2.29329914281328e-07
AC,1,9,CONFUS_1,123,2.29316099435021e-07
AC,1,9,MASTITIS_2,490,2.29314603703937e-07
AC,1,9,ALLERG REACT_4,21,2.29308549305345e-07
AC,1,9,PAIN EYE_2,601,2.29284252623826e-07
AC,1,9,PAIN BONE_2,589,2.29274705186515e-07
AC,1,9,ANXIETY_2,39,2.29247773313779e-07
AC,1,9,DYSPAREUNIA_1,190,2.29222281102449e-07
AC,1,9,HYPERTHYR_1,371,2.29206313387758e-07
AC,1,9,BLEPHARITIS_2,76,2.29201748124863e-07
AC,1,9,PAIN BIL_1,585,2.29201405046476e-07
AC,1,9,EMB PULM_4,238,2.29176128609366e-07
AC,1,9,HYPOKALEM_4,388,2.29175176443544e-07
AC,1,9,HEADACHE_4,305,2.29163994886152e-07
AC,1,9,CYSTITIS_3,149,2.29158327847244e-07
AC,1,9,ISCHEMIA MYOCARD_2,436,2.29153526274651e-07
AC,1,9,ESOPHAGITIS_2,260,2.29145659835153e-07
AC,1,9,BLEPHARITIS_3,77,2.29128551018067e-07
AC,1,9,NEURALGIA_1,553,2.29118421847006e-07
AC,1,9,THROM_1,760,2.29101498416117e-07
AC,1,9,DERM EXFOL_3,164,2.29091810074011e-07
AC,1,9,MASTITIS_3,491,2.29086747856749e-07
AC,1,9,REACT UNEVAL_1,683,2.2905937378599e-07
AC,1,9,HEM GI_3,319,2.29050404506298e-07
AC,1,9,MUCOUS MEM DIS_1,521,2.29035195466829e-07
AC,1,9,RADIAT INJ_2,671,2.29027690028695e-07
AC,1,9,ABSCESS_2,8,2.29025999246897e-07
AC,1,9,AMBLYOPIA_3,24,2.29024553332153e-07
AC,1,9,EEG ABNORM_2,229,2.28989830962898e-07
AC,1,9,ANXIETY_3,40,2.28984059211501e-07
AC,1,9,ISCHEMIA MYOCARD_3,437,2.28975570414254e-07
AC,1,9,WEIGHT INC_1,846,2.28948203048023e-07
AC,1,9,PAIN EYE_3,602,2.28940892885953e-07
AC,1,9,VOMIT_2,836,2.28914461995822e-07
AC,1,9,ESOPHAGITIS_3,261,2.28829508645475e-07
AC,1,9,RADIAT INJ_3,672,2.28828336127136e-07
AC,1,9,INJECT SITE REACT_1,424,2.28794912570363e-07
AC,1,9,CONFUS_2,124,2.28780662307941e-07
AC,1,9,HYPERTHYR_2,372,2.28773601581409e-07
AC,1,9,DYSPAREUNIA_2,191,2.28772974854796e-07
AC,1,9,PAIN BIL_2,586,2.28755096145208e-07
AC,1,9,EEG ABNORM_3,230,2.28728407021565e-07
AC,1,9,TOOTH DIS_2,779,2.28710136975644e-07
AC,1,9,ABSCESS_3,9,2.28697588323213e-07
AC,1,9,RASH MAC PAP_1,673,2.28689845704673e-07
AC,1,9,PAIN BONE_3,590,2.2868664551899e-07
AC,1,9,MALAISE_2,487,2.28682158880202e-07
AC,1,9,PAIN BIL_3,587,2.28668908779979e-07
AC,1,9,CRAMPS LEG_2,139,2.2864660346297e-07
AC,1,9,HYPERTONIA_1,374,2.28644062388568e-07
AC,1,9,MENS DIS_1,498,2.28626559590376e-07
AC,1,9,NEURALGIA_2,554,2.28621304987238e-07
AC,1,9,CONFUS_3,125,2.28606776514758e-07
AC,1,9,THROM_2,761,2.28579891672437e-07
AC,1,9,METRORRHAGIA_1,502,2.28551183151471e-07
AC,1,9,HYPERTHYR_3,373,2.28541550372555e-07
AC,1,9,VOMIT_3,837,2.28538889616503e-07
AC,1,9,HEART FAIL LEFT_1,309,2.28535332646727e-07
AC,1,9,MUCOUS MEM DIS_2,522,2.28488093421048e-07
AC,1,9,DYSPAREUNIA_3,192,2.28444006791596e-07
AC,1,9,REACT UNEVAL_2,684,2.28419169290154e-07
AC,1,9,WEIGHT INC_2,847,2.28406911059936e-07
AC,1,9,MYASTHENIA_1,528,2.28395381052893e-07
AC,1,9,TOOTH DIS_3,780,2.28376156943565e-07
AC,1,9,VOMIT_4,838,2.28359229772148e-07
AC,1,9,EMOTION LABIL_1,239,2.28354363223906e-07
AC,1,9,MALAISE_3,488,2.28348319460872e-07
AC,1,9,PAIN BONE_4,591,2.28342145957182e-07
AC,1,9,HYPERGLYCEM_1,358,2.28325181194896e-07
AC,1,9,CRAMPS LEG_3,140,2.28312852528647e-07
AC,1,9,THROM_3,762,2.28309873441937e-07
AC,1,9,NEURALGIA_3,555,2.28305717279537e-07
AC,1,9,THINKING ABNORM_1,755,2.28247921974294e-07
AC,1,9,INJECT SITE REACT_2,425,2.28177241012153e-07
AC,1,9,LEUKOPENIA_1,460,2.28165569379861e-07
AC,1,9,RASH MAC PAP_2,674,2.28155270087455e-07
AC,1,9,WEIGHT INC_3,848,2.28153653114589e-07
AC,1,9,MUCOUS MEM DIS_4,523,2.28147133065522e-07
AC,1,9,RESPIRAT DIS_1,690,2.28133099679447e-07
AC,1,9,REACT UNEVAL_3,685,2.28086249354337e-07
AC,1,9,MENS DIS_2,499,2.28071317715865e-07
AC,1,9,HYPERTONIA_2,375,2.28030294594983e-07
AC,1,9,EFFUS PERICARD_1,231,2.28017446937067e-07
AC,1,9,METRORRHAGIA_2,503,2.27886313905939e-07
AC,1,9,RASH MAC PAP_3,675,2.27867453568621e-07
AC,1,9,HEART FAIL LEFT_2,310,2.2785319194423e-07
AC,1,9,SEPSIS_2,698,2.27825045583237e-07
AC,1,9,TENOSYNOVITIS_1,752,2.27824767632997e-07
AC,1,9,INJECT SITE REACT_3,426,2.2782299230832e-07
AC,1,9,MENS DIS_3,500,2.27767344695258e-07
AC,1,9,MYASTHENIA_2,529,2.27715281737247e-07
AC,1,9,HYPERTONIA_3,376,2.27698366574604e-07
AC,1,9,LYMPHANGITIS_1,481,2.27693699318066e-07
AC,1,9,EMOTION LABIL_2,240,2.27678335798399e-07
AC,1,9,LUNG DIS_1,476,2.27675539145685e-07
AC,1,9,NEUROPATHY_1,557,2.27672524492754e-07
AC,1,9,ULCER MOUTH_1,790,2.27597874515995e-07
AC,1,9,INJECT SITE REACT_4,427,2.27595555647333e-07
AC,1,9,THINKING ABNORM_2,756,2.27582098951803e-07
AC,1,9,METRORRHAGIA_3,504,2.27554841447449e-07
AC,1,9,HYPERGLYCEM_2,359,2.27524564859161e-07
AC,1,9,HEART FAIL LEFT_3,311,2.2752172320703e-07
AC,1,9,LEUKOPENIA_2,461,2.27475146985424e-07
AC,1,9,RESPIRAT DIS_2,691,2.2747065610209e-07
AC,1,9,MYASTHENIA_3,530,2.27384237714853e-07
AC,1,9,EMOTION LABIL_3,241,2.27347506535207e-07
AC,1,9,HEMATURIA_1,335,2.27344832898968e-07
AC,1,9,EFFUS PERICARD_2,232,2.27343633079523e-07
AC,1,9,OPHTHALMITIS_1,568,2.27274005660639e-07
AC,1,9,SEPSIS_3,699,2.27255997771597e-07
AC,1,9,THINKING ABNORM_3,757,2.2725145460694e-07
AC,1,9,TENOSYNOVITIS_2,753,2.2719397337946e-07
AC,1,9,RESPIRAT DIS_3,692,2.2714040532042e-07
AC,1,9,LARYNGITIS_1,455,2.27064350540062e-07
AC,1,9,LYMPHANGITIS_2,482,2.27063562893872e-07
AC,1,9,LUNG DIS_2,477,2.27051754258707e-07
AC,1,9,LEUKOPENIA_3,462,2.2704037225265e-07
AC,1,9,EFFUS PERICARD_3,233,2.27013732717623e-07
AC,1,9,HYPERGLYCEM_3,360,2.2700543697788e-07
AC,1,9,PNEUMOTHORAX_1,653,2.26963763976477e-07
AC,1,9,SEPSIS_4,700,2.2694993043333e-07
AC,1,9,NEUROPATHY_2,558,2.26943405109378e-07
AC,1,9,ULCER MOUTH_2,791,2.26930899942982e-07
AC,1,9,TENOSYNOVITIS_3,754,2.26861599592996e-07
AC,1,9,UNTRANSLATABLE_1,797,2.26857057286558e-07
AC,1,9,LEUKOPENIA_4,463,2.26856457457975e-07
AC,1,9,DIABETES MELL_1,167,2.26856186166612e-07
AC,1,9,HYPERKALEM_1,362,2.26855655571311e-07
AC,1,9,NECK RIGID_1,540,2.26855651827829e-07
AC,1,9,CHOLECYST_1,113,2.26855358531688e-07
AC,1,9,HYPOMAGNESEM_1,391,2.26855233824317e-07
AC,1,9,PNEUMONIA INTERSTIT_1,646,2.26855165615594e-07
AC,1,9,ERYTHEMA MULT_1,256,2.26855165615593e-07
AC,1,9,LYMPHANGITIS_3,483,2.26734618323939e-07
AC,1,9,LUNG DIS_3,478,2.26722717738205e-07
AC,1,9,HEMATURIA_2,336,2.26686440660431e-07
AC,1,9,HYPERGLYCEM_4,361,2.26674553311174e-07
AC,1,9,OPHTHALMITIS_2,569,2.26616714499689e-07
AC,1,9,ULCER MOUTH_3,792,2.26602231534609e-07
AC,1,9,PNEUMONIA_1,649,2.26543438148099e-07
AC,1,9,LARYNGITIS_2,456,2.26406112162403e-07
AC,1,9,NEUROPATHY_3,559,2.26395546906494e-07
AC,1,9,HEMATURIA_3,337,2.26358336739677e-07
AC,1,9,OPHTHALMITIS_3,570,2.26288987274039e-07
AC,1,9,UNTRANSLATABLE_2,798,2.26202307450725e-07
AC,1,9,DIABETES MELL_2,168,2.26201326621751e-07
AC,1,9,HYPERKALEM_2,363,2.2620072415903e-07
AC,1,9,NECK RIGID_2,541,2.26200722504008e-07
AC,1,9,CHOLECYST_2,114,2.26200448584164e-07
AC,1,9,HYPOMAGNESEM_2,392,2.26200305888829e-07
AC,1,9,PNEUMONIA INTERSTIT_2,647,2.2620023871115e-07
AC,1,9,ERYTHEMA MULT_2,257,2.2620023871115e-07
AC,1,9,PNEUMOTHORAX_2,654,2.26177482941293e-07
AC,1,9,LARYNGITIS_3,457,2.26079051281659e-07
AC,1,9,NEUROPATHY_4,560,2.26056263402647e-07
AC,1,9,UNTRANSLATABLE_4,799,2.25875872560603e-07
AC,1,9,DIABETES MELL_3,169,2.25874838220775e-07
AC,1,9,HYPERKALEM_3,364,2.25874216021844e-07
AC,1,9,NECK RIGID_3,542,2.25874214341543e-07
AC,1,9,CHOLECYST_3,115,2.25873941108047e-07
AC,1,9,HYPOMAGNESEM_3,393,2.25873798767376e-07
AC,1,9,PNEUMONIA INTERSTIT_4,648,2.25873731756078e-07
AC,1,9,ERYTHEMA MULT_3,258,2.25873731756078e-07
AC,1,9,PNEUMONIA_2,650,2.25862037409641e-07
AC,1,9,HYPERTENS_1,367,2.25660565263235e-07
AC,1,9,PNEUMOTHORAX_3,655,2.25541318369404e-07
AC,1,9,PNEUMONIA_3,651,2.25513515876806e-07
AC,1,9,PNEUMOTHORAX_4,656,2.25249388344201e-07
AC,1,9,PNEUMONIA_4,652,2.25232951522924e-07
AC,1,9,DEPRESSION_1,158,2.25170718958078e-07
AC,1,9,SGPT INC_1,705,2.25005639209177e-07
AC,1,9,HYPERTENS_2,368,2.24803844474573e-07
AC,1,9,HYPOXIA_1,405,2.24542669114048e-07
AC,1,9,ANEMIA_1,30,2.245160059529e-07
AC,1,9,DEPRESSION_2,159,2.24293809930022e-07
AC,1,9,HYPERTENS_3,369,2.24292133643618e-07
AC,1,9,SGPT INC_2,706,2.24027144234684e-07
AC,1,9,HYPERTENS_4,370,2.23959241655241e-07
AC,1,9,HYPOXIA_2,406,2.23684893354916e-07
AC,1,9,ANEMIA_2,31,2.23662689954577e-07
AC,1,9,DEPRESSION_3,160,2.23645421610438e-07
AC,1,9,SGOT INC_1,701,2.2348565891093e-07
AC,1,9,SGPT INC_3,707,2.23388446375137e-07
AC,1,9,DEPRESSION_4,161,2.23325775514567e-07
AC,1,9,HYPOXIA_3,407,2.23149437116563e-07
AC,1,9,SGPT INC_4,708,2.23069903589224e-07
AC,1,9,ANEMIA_3,32,2.23030620577313e-07
AC,1,9,HYPOXIA_4,408,2.2294442358747e-07
AC,1,9,ANEMIA_4,33,2.22713197812815e-07
AC,1,9,SGOT INC_2,702,2.22535786430767e-07
AC,1,9,SGOT INC_3,703,2.21905586213836e-07
AC,1,9,SGOT INC_4,704,2.21591342004393e-07
AC,1,10,HEADACHE_1,302,0.398214597761142
AC,1,10,MYALGIA_1,524,0.206636222827885
AC,1,10,RHINITIS_1,693,0.191362950543633
AC,1,10,ARTHRALGIA_1,53,0.134553063246511
AC,1,10,SKIN DIS_1,714,0.0354183980575121
AC,1,10,MYALGIA_2,525,0.00943862815941882
AC,1,10,DIARRHEA_1,170,0.00878211574342302
AC,1,10,DIARRHEA_2,171,0.00296777711326816
AC,1,10,ARTHRALGIA_2,54,0.00265854497886035
AC,1,10,DIARRHEA_3,172,0.00223603884428081
AC,1,10,RHINITIS_2,694,0.00149815674402413
AC,1,10,ARTHRALGIA_3,55,0.000864596816338827
AC,1,10,SKIN DIS_2,715,0.000802441809072241
AC,1,10,MYALGIA_3,526,0.000526260535051633
AC,1,10,HEADACHE_2,303,0.000524429400909392
AC,1,10,HEM GI_1,317,0.000447802034522381
AC,1,10,SKIN DIS_3,716,0.000291810575153921
AC,1,10,HEM GI_2,318,0.00028528289421615
AC,1,10,DIARRHEA_4,173,0.000236659559296024
AC,1,10,MENS DIS_2,499,0.000230724259234954
AC,1,10,RHINITIS_3,695,0.000192028802226848
AC,1,10,HEM GI_3,319,0.00019188045088389
AC,1,10,HEADACHE_3,304,0.000141246203681167
AC,1,10,MYALGIA_4,527,0.000130462344830565
AC,1,10,BURSITIS_2,92,0.000125597696478379
AC,1,10,MENS DIS_3,500,9.33760432227268e-05
AC,1,10,MENS DIS_1,498,7.96994695516205e-05
AC,1,10,HEADACHE_4,305,6.6763061899453e-05
AC,1,10,BURSITIS_1,91,6.00327563571137e-05
AC,1,10,HALITOSIS_1,300,2.09800002735246e-06
AC,1,10,KIDNEY CALCULUS_2,444,1.86714365681971e-06
AC,1,10,KIDNEY CALCULUS_1,443,1.79549774193797e-06
AC,1,10,MESENTERIC ARTERIAL OCCLUSION_3,501,1.67837175273643e-06
AC,1,10,TONGUE DIS_1,774,1.53505317202764e-06
AC,1,10,BLIND_1,78,1.51798414090475e-06
AC,1,10,TONGUE DIS_2,775,1.50350214215187e-06
AC,1,10,ARTHRITIS RHEUMAT_1,56,1.50079391192765e-06
AC,1,10,HYPERCALCEM_2,353,1.49905986183191e-06
AC,1,10,BLIND_2,79,1.4929490632631e-06
AC,1,10,NEOPL_1,547,1.49236790779551e-06
AC,1,10,HYPERCALCEM_1,352,1.47492376139477e-06
AC,1,10,ARTHRITIS RHEUMAT_2,57,1.47052393512708e-06
AC,1,10,ATAXIA_1,71,1.44532735907729e-06
AC,1,10,EUPHORIA_1,262,1.43295929142654e-06
AC,1,10,ECZEMA_1,210,1.42951446823025e-06
AC,1,10,ULCER INTEST_2,789,1.42263596447951e-06
AC,1,10,ATAXIA_2,72,1.42218697982352e-06
AC,1,10,PAIN BREAST_1,592,1.42199091749071e-06
AC,1,10,PAIN BREAST_2,593,1.41870329354225e-06
AC,1,10,ULCER STOMACH_2,796,1.41857803348054e-06
AC,1,10,DUODENITIS_3,185,1.41857421844822e-06
AC,1,10,ECZEMA_2,211,1.41558980938721e-06
AC,1,10,INFLAM INJECT SITE_2,422,1.41185034403422e-06
AC,1,10,INFLAM INJECT SITE_3,423,1.40522534147088e-06
AC,1,10,FLU SYND_3,275,1.40288369902665e-06
AC,1,10,INFLAM INJECT SITE_1,421,1.40130143698788e-06
AC,1,10,ULCER CORNEAL_2,788,1.39921165023355e-06
AC,1,10,FLU SYND_1,273,1.39169237999737e-06
AC,1,10,FLU SYND_2,274,1.39010634959504e-06
AC,1,10,GI DIS_1,288,1.38328725039674e-06
AC,1,10,HEMOLYSIS_2,338,1.37657045681598e-06
AC,1,10,ABDO ENLARGE_1,1,1.37082107220053e-06
AC,1,10,OSTEOPOROSIS_1,573,1.36755742318147e-06
AC,1,10,GI DIS_2,289,1.36617960888672e-06
AC,1,10,CHOLELITH_1,116,1.36348896556827e-06
AC,1,10,ACNE_1,11,1.36118787002375e-06
AC,1,10,HYPERKINESIA_1,365,1.36112623609738e-06
AC,1,10,URIN ABNORM_1,801,1.35900337605556e-06
AC,1,10,CHOLELITH_3,117,1.35610824062025e-06
AC,1,10,LEUKORRHEA_1,464,1.35573511584725e-06
AC,1,10,AKATHISIA_3,16,1.35315290366267e-06
AC,1,10,CHEILITIS_1,108,1.35230563582679e-06
AC,1,10,EDEMA LARYNX_1,218,1.34994373611161e-06
AC,1,10,PHOTOSENSITIVITY_1,643,1.34830589319657e-06
AC,1,10,ACNE_2,12,1.34716226089675e-06
AC,1,10,LEUKORRHEA_2,465,1.34307008709312e-06
AC,1,10,OCULOGYRIC CRISIS_2,566,1.33925073953266e-06
AC,1,10,NERVOUSNESS_1,551,1.33679888612735e-06
AC,1,10,MONILIA GI_2,508,1.33595087424406e-06
AC,1,10,NERVOUSNESS_2,552,1.33330747098974e-06
AC,1,10,PERITONITIS_3,631,1.3328746283027e-06
AC,1,10,CHEILITIS_2,109,1.3323260845834e-06
AC,1,10,HEMOTHORAX_4,340,1.33025207408457e-06
AC,1,10,VASC DIS PERIPH_1,816,1.32982109948796e-06
AC,1,10,EDEMA LUNG_1,219,1.32880959767819e-06
AC,1,10,PHOTOSENSITIVITY_2,644,1.32551037336916e-06
AC,1,10,HICCUP_1,350,1.32356486736539e-06
AC,1,10,CUSHINGS SYND_2,143,1.31744289409875e-06
AC,1,10,TORTICOLLIS_1,782,1.31620197574334e-06
AC,1,10,ACCOMMODATION ABNORM_1,10,1.31361063250372e-06
AC,1,10,EDEMA GENERAL_1,216,1.31207996888093e-06
AC,1,10,VASC DIS PERIPH_2,817,1.31046740105413e-06
AC,1,10,SYNCOPE_1,740,1.31020269902124e-06
AC,1,10,TONGUE DISCOLOR_1,776,1.3095448419712e-06
AC,1,10,DYSARTHRIA_2,186,1.30816248942519e-06
AC,1,10,ENDOMETRIAL CARCINOMA_4,245,1.30777147868317e-06
AC,1,10,INCONTIN URIN_1,411,1.30745571258124e-06
AC,1,10,LACRIMATION DIS_1,450,1.30658253979454e-06
AC,1,10,PALPITAT_1,616,1.30410071536466e-06
AC,1,10,PARESTH CIRCUMORAL_1,627,1.30302840321469e-06
AC,1,10,LACRIMATION DIS_2,451,1.29999492541582e-06
AC,1,10,FURUNCULOSIS_1,276,1.29984863100594e-06
AC,1,10,UVEITIS_2,812,1.29801387382535e-06
AC,1,10,PAIN EAR_1,598,1.29735653462102e-06
AC,1,10,INCONTIN URIN_2,412,1.2947430422691e-06
AC,1,10,SYNCOPE_2,741,1.29178894026744e-06
AC,1,10,PAROSMIA_1,629,1.29163368235717e-06
AC,1,10,PALPITAT_2,617,1.29037143566808e-06
AC,1,10,PAIN CHEST SUBSTERN_1,594,1.286678740332e-06
AC,1,10,DYSURIA_1,204,1.28630435577723e-06
AC,1,10,ADENOMA THYR_3,13,1.28605313842649e-06
AC,1,10,VULVOVAGINAL DIS_1,839,1.28596051239038e-06
AC,1,10,MELENA_1,492,1.28591968475388e-06
AC,1,10,SYNCOPE_3,742,1.28515466099658e-06
AC,1,10,THIRST_1,758,1.28468897454514e-06
AC,1,10,HYPOTENS POST_2,397,1.28274094542493e-06
AC,1,10,PAROSMIA_2,630,1.28155820789004e-06
AC,1,10,STOOL ABNORM_1,733,1.28143299975531e-06
AC,1,10,FURUNCULOSIS_2,277,1.28135034431668e-06
AC,1,10,PAIN EAR_2,599,1.2808581704379e-06
AC,1,10,DYSURIA_2,205,1.28065366204143e-06
AC,1,10,VASC DIS_1,818,1.28007143196404e-06
AC,1,10,PARALYSIS FACIAL_2,624,1.27838511959957e-06
AC,1,10,LARYNGISMUS_1,454,1.27802304573586e-06
AC,1,10,LIVER FAIL_3,469,1.27723870309331e-06
AC,1,10,DREAM ABNORM_1,180,1.27672861680737e-06
AC,1,10,OTITIS MED_3,578,1.27641374751601e-06
AC,1,10,NOCTURIA_1,561,1.2756935163908e-06
AC,1,10,VESTIBUL DIS_1,827,1.27539858761313e-06
AC,1,10,EDEMA TONGUE_1,223,1.27488668463664e-06
AC,1,10,PARESTHESIA_1,628,1.27465086687933e-06
AC,1,10,HALLUCIN_3,301,1.2740110710093e-06
AC,1,10,ANOMALY GI_1,34,1.27398513373747e-06
AC,1,10,HYPERESTHESIA_1,356,1.27252099043825e-06
AC,1,10,VULVOVAGINAL DIS_2,840,1.27217558603693e-06
AC,1,10,CARDIOMEGALY_1,94,1.2719476502294e-06
AC,1,10,OTITIS MED_1,576,1.27022627084041e-06
AC,1,10,INCONTIN FECAL_1,410,1.26804293336419e-06
AC,1,10,KERATOCONJUNCTIVITIS_1,442,1.26798135969337e-06
AC,1,10,HYPESTHESIA_1,381,1.2678139263572e-06
AC,1,10,OTITIS MED_2,577,1.26703482639888e-06
AC,1,10,THIRST_2,759,1.26660283261876e-06
AC,1,10,ARRHYTHMIA VENT_1,46,1.26604828369086e-06
AC,1,10,CYANOSIS_1,144,1.26604772874099e-06
AC,1,10,EYE DIS_1,265,1.26550618679484e-06
AC,1,10,ABDO SYND ACUTE_3,2,1.26527252474898e-06
AC,1,10,DRY EYE_1,181,1.26526025942933e-06
AC,1,10,PHOTOPHOBIA_1,641,1.26366617363282e-06
AC,1,10,HEMATEMESIS_1,334,1.2634138111738e-06
AC,1,10,TASTE PERVERS_1,748,1.26295615040629e-06
AC,1,10,HEMOPTYSIS_1,339,1.26008425423227e-06
AC,1,10,PAIN BACK_1,582,1.25962692151952e-06
AC,1,10,ARTHRITIS_1,58,1.25870175678495e-06
AC,1,10,PLEURAL DIS_1,645,1.25847416984498e-06
AC,1,10,REFRACT DIS_1,689,1.2582560141923e-06
AC,1,10,ENTERITIS_2,246,1.25806283984182e-06
AC,1,10,NOCTURIA_2,562,1.25786811674447e-06
AC,1,10,EDEMA TONGUE_2,224,1.25708276990247e-06
AC,1,10,DRY EYE_2,182,1.25678726897402e-06
AC,1,10,EDEMA LABIAL_1,217,1.25596147190884e-06
AC,1,10,URIN RETENT_1,804,1.25558436468698e-06
AC,1,10,PAIN BACK_3,584,1.25545572052094e-06
AC,1,10,HEAT STROKE_1,312,1.25423242943707e-06
AC,1,10,TASTE PERVERS_2,749,1.25422892307217e-06
AC,1,10,URIN URGENCY_1,807,1.25323525790865e-06
AC,1,10,HYPERESTHESIA_2,357,1.25298428349033e-06
AC,1,10,TOOTH CARIES_1,777,1.25264423720484e-06
AC,1,10,MENORRHAGIA_1,496,1.2510217663498e-06
AC,1,10,PAIN BACK_2,583,1.25013653505269e-06
AC,1,10,DRY MOUTH_1,183,1.24950483933551e-06
AC,1,10,PHOTOPHOBIA_2,642,1.24862442436801e-06
AC,1,10,PYELONEPHRITIS_3,669,1.24787835887413e-06
AC,1,10,HERPES SIMPLEX_1,344,1.24655722872917e-06
AC,1,10,INJURY ACCID_1,428,1.24636266681696e-06
AC,1,10,ARTHRITIS_2,59,1.24475246229052e-06
AC,1,10,PHARYNGITIS_1,636,1.24447035272738e-06
AC,1,10,HYPOTONIA_2,403,1.24408018642118e-06
AC,1,10,BILIRUBINEM_2,74,1.24407535716143e-06
AC,1,10,LAB TEST ABNORM_1,449,1.24407316858034e-06
AC,1,10,HYPERLIPEM_2,366,1.24407061242353e-06
AC,1,10,NEOPL UTER_3,546,1.24406992793853e-06
AC,1,10,NEURITIS_1,556,1.24406937510002e-06
AC,1,10,NECRO SKIN_1,543,1.24406832865632e-06
AC,1,10,LIVER TENDER_1,475,1.24406790276736e-06
AC,1,10,INFECTION FUNGAL_1,420,1.24406543920315e-06
AC,1,10,DYSTONIA_1,203,1.24406435460023e-06
AC,1,10,HEPATOMEGALY_1,341,1.24406373319837e-06
AC,1,10,NODULE SUBCUTAN_1,565,1.244061726828e-06
AC,1,10,UTER FIBROID ENLARGE_4,811,1.24406147704322e-06
AC,1,10,ULCER PEPTIC_2,793,1.24406129617064e-06
AC,1,10,GOITER_1,297,1.24406104079134e-06
AC,1,10,APPLICAT SITE REACT_1,44,1.24406036985901e-06
AC,1,10,LIVER DAMAGE_1,468,1.24405830754493e-06
AC,1,10,NEOPLASM THYROID_1,548,1.24405761706055e-06
AC,1,10,GLAUCOMA_1,293,1.24405734376262e-06
AC,1,10,CREATININE INC_1,142,1.24405649560271e-06
AC,1,10,PANCREAS DIS_1,618,1.24405639013762e-06
AC,1,10,HYPOGLYCEM_1,384,1.2440561934889e-06
AC,1,10,TOOTH DISCOLOR_1,781,1.24405599371105e-06
AC,1,10,ARRHYTHMIA NOD_1,45,1.24405590667443e-06
AC,1,10,ENTEROCOL_3,249,1.24405547191085e-06
AC,1,10,UG DIS_2,787,1.24405540300776e-06
AC,1,10,IRITIS_2,434,1.24405532616878e-06
AC,1,10,CARCINOMA BREAST_1,93,1.24405488226214e-06
AC,1,10,FIBRO TENDON_1,270,1.24405312383093e-06
AC,1,10,ILEUS_3,409,1.24405310194613e-06
AC,1,10,SUBDURAL HEMATOMA_3,736,1.24405270852513e-06
AC,1,10,DELUSIONS_3,157,1.2440525300716e-06
AC,1,10,PSYCHOSIS_3,667,1.24405252991178e-06
AC,1,10,CATARACT_2,99,1.244051989291e-06
AC,1,10,APNEA_4,41,1.24405193929782e-06
AC,1,10,AV BLOCK_1,73,1.24405069410652e-06
AC,1,10,HYPOVENTIL_1,404,1.2440491734109e-06
AC,1,10,BONE DIS_1,80,1.2440491734109e-06
AC,1,10,BRADYCARDIA_1,81,1.2440491734109e-06
AC,1,10,DYSAUTONOMIA_1,187,1.2440491734109e-06
AC,1,10,EXTRASYSTOLES VENT_1,264,1.2440491734109e-06
AC,1,10,GOUT_1,298,1.2440491734109e-06
AC,1,10,HYPOTHYR_2,402,1.2440491734109e-06
